mask,features,n_features,unique_groups,deterministic_groups,D_state,A_freq
273,frob2+out_strength_distribution+in_strength_vector,3,11178,11170,0.9992843084630524,0.9997877458610442
274,rank+out_strength_distribution+in_strength_vector,3,11178,11170,0.9992843084630524,0.9997877458610442
275,frob2+rank+out_strength_distribution+in_strength_vector,4,11178,11170,0.9992843084630524,0.9997877458610442
276,stable_rank+out_strength_distribution+in_strength_vector,3,11182,11174,0.9992845644786263,0.9997877458610442
277,frob2+stable_rank+out_strength_distribution+in_strength_vector,4,11182,11174,0.9992845644786263,0.9997877458610442
278,rank+stable_rank+out_strength_distribution+in_strength_vector,4,11182,11174,0.9992845644786263,0.9997877458610442
279,frob2+rank+stable_rank+out_strength_distribution+in_strength_vector,5,11182,11174,0.9992845644786263,0.9997877458610442
280,singular_values+out_strength_distribution+in_strength_vector,3,11182,11174,0.9992845644786263,0.9997877458610442
281,frob2+singular_values+out_strength_distribution+in_strength_vector,4,11182,11174,0.9992845644786263,0.9997877458610442
282,rank+singular_values+out_strength_distribution+in_strength_vector,4,11182,11174,0.9992845644786263,0.9997877458610442
283,frob2+rank+singular_values+out_strength_distribution+in_strength_vector,5,11182,11174,0.9992845644786263,0.9997877458610442
284,stable_rank+singular_values+out_strength_distribution+in_strength_vector,4,11182,11174,0.9992845644786263,0.9997877458610442
285,frob2+stable_rank+singular_values+out_strength_distribution+in_strength_vector,5,11182,11174,0.9992845644786263,0.9997877458610442
286,rank+stable_rank+singular_values+out_strength_distribution+in_strength_vector,5,11182,11174,0.9992845644786263,0.9997877458610442
287,frob2+rank+stable_rank+singular_values+out_strength_distribution+in_strength_vector,6,11182,11174,0.9992845644786263,0.9997877458610442
288,in_strength_distribution+in_strength_vector,2,10538,9928,0.9421142531789714,0.9528795811518325
289,frob2+in_strength_distribution+in_strength_vector,3,10990,10812,0.9838034576888081,0.9747063817744446
290,rank+in_strength_distribution+in_strength_vector,3,10724,10284,0.958970533383066,0.9755553983302674
291,frob2+rank+in_strength_distribution+in_strength_vector,4,11056,10940,0.9895079594790159,0.9942691382481958
292,stable_rank+in_strength_distribution+in_strength_vector,3,11182,11174,0.9992845644786263,0.9997877458610442
293,frob2+stable_rank+in_strength_distribution+in_strength_vector,4,11182,11174,0.9992845644786263,0.9997877458610442
294,rank+stable_rank+in_strength_distribution+in_strength_vector,4,11182,11174,0.9992845644786263,0.9997877458610442
295,frob2+rank+stable_rank+in_strength_distribution+in_strength_vector,5,11182,11174,0.9992845644786263,0.9997877458610442
296,singular_values+in_strength_distribution+in_strength_vector,3,11182,11174,0.9992845644786263,0.9997877458610442
297,frob2+singular_values+in_strength_distribution+in_strength_vector,4,11182,11174,0.9992845644786263,0.9997877458610442
298,rank+singular_values+in_strength_distribution+in_strength_vector,4,11182,11174,0.9992845644786263,0.9997877458610442
299,frob2+rank+singular_values+in_strength_distribution+in_strength_vector,5,11182,11174,0.9992845644786263,0.9997877458610442
300,stable_rank+singular_values+in_strength_distribution+in_strength_vector,4,11182,11174,0.9992845644786263,0.9997877458610442
301,frob2+stable_rank+singular_values+in_strength_distribution+in_strength_vector,5,11182,11174,0.9992845644786263,0.9997877458610442
302,rank+stable_rank+singular_values+in_strength_distribution+in_strength_vector,5,11182,11174,0.9992845644786263,0.9997877458610442
303,frob2+rank+stable_rank+singular_values+in_strength_distribution+in_strength_vector,6,11182,11174,0.9992845644786263,0.9997877458610442
304,out_strength_distribution+in_strength_distribution+in_strength_vector,3,11178,11170,0.9992843084630524,0.9997877458610442
305,frob2+out_strength_distribution+in_strength_distribution+in_strength_vector,4,11178,11170,0.9992843084630524,0.9997877458610442
306,rank+out_strength_distribution+in_strength_distribution+in_strength_vector,4,11178,11170,0.9992843084630524,0.9997877458610442
307,frob2+rank+out_strength_distribution+in_strength_distribution+in_strength_vector,5,11178,11170,0.9992843084630524,0.9997877458610442
308,stable_rank+out_strength_distribution+in_strength_distribution+in_strength_vector,4,11182,11174,0.9992845644786263,0.9997877458610442
309,frob2+stable_rank+out_strength_distribution+in_strength_distribution+in_strength_vector,5,11182,11174,0.9992845644786263,0.9997877458610442
310,rank+stable_rank+out_strength_distribution+in_strength_distribution+in_strength_vector,5,11182,11174,0.9992845644786263,0.9997877458610442
311,frob2+rank+stable_rank+out_strength_distribution+in_strength_distribution+in_strength_vector,6,11182,11174,0.9992845644786263,0.9997877458610442
312,singular_values+out_strength_distribution+in_strength_distribution+in_strength_vector,4,11182,11174,0.9992845644786263,0.9997877458610442
313,frob2+singular_values+out_strength_distribution+in_strength_distribution+in_strength_vector,5,11182,11174,0.9992845644786263,0.9997877458610442
314,rank+singular_values+out_strength_distribution+in_strength_distribution+in_strength_vector,5,11182,11174,0.9992845644786263,0.9997877458610442
315,frob2+rank+singular_values+out_strength_distribution+in_strength_distribution+in_strength_vector,6,11182,11174,0.9992845644786263,0.9997877458610442
316,stable_rank+singular_values+out_strength_distribution+in_strength_distribution+in_strength_vector,5,11182,11174,0.9992845644786263,0.9997877458610442
317,frob2+stable_rank+singular_values+out_strength_distribution+in_strength_distribution+in_strength_vector,6,11182,11174,0.9992845644786263,0.9997877458610442
318,rank+stable_rank+singular_values+out_strength_distribution+in_strength_distribution+in_strength_vector,6,11182,11174,0.9992845644786263,0.9997877458610442
319,frob2+rank+stable_rank+singular_values+out_strength_distribution+in_strength_distribution+in_strength_vector,7,11182,11174,0.9992845644786263,0.9997877458610442
320,in_out_strength_distribution+in_strength_vector,2,11182,11174,0.9992845644786263,0.9997877458610442
321,frob2+in_out_strength_distribution+in_strength_vector,3,11182,11174,0.9992845644786263,0.9997877458610442
322,rank+in_out_strength_distribution+in_strength_vector,3,11182,11174,0.9992845644786263,0.9997877458610442
323,frob2+rank+in_out_strength_distribution+in_strength_vector,4,11182,11174,0.9992845644786263,0.9997877458610442
324,stable_rank+in_out_strength_distribution+in_strength_vector,3,11182,11174,0.9992845644786263,0.9997877458610442
325,frob2+stable_rank+in_out_strength_distribution+in_strength_vector,4,11182,11174,0.9992845644786263,0.9997877458610442
326,rank+stable_rank+in_out_strength_distribution+in_strength_vector,4,11182,11174,0.9992845644786263,0.9997877458610442
327,frob2+rank+stable_rank+in_out_strength_distribution+in_strength_vector,5,11182,11174,0.9992845644786263,0.9997877458610442
328,singular_values+in_out_strength_distribution+in_strength_vector,3,11182,11174,0.9992845644786263,0.9997877458610442
329,frob2+singular_values+in_out_strength_distribution+in_strength_vector,4,11182,11174,0.9992845644786263,0.9997877458610442
330,rank+singular_values+in_out_strength_distribution+in_strength_vector,4,11182,11174,0.9992845644786263,0.9997877458610442
331,frob2+rank+singular_values+in_out_strength_distribution+in_strength_vector,5,11182,11174,0.9992845644786263,0.9997877458610442
332,stable_rank+singular_values+in_out_strength_distribution+in_strength_vector,4,11182,11174,0.9992845644786263,0.9997877458610442
333,frob2+stable_rank+singular_values+in_out_strength_distribution+in_strength_vector,5,11182,11174,0.9992845644786263,0.9997877458610442
334,rank+stable_rank+singular_values+in_out_strength_distribution+in_strength_vector,5,11182,11174,0.9992845644786263,0.9997877458610442
335,frob2+rank+stable_rank+singular_values+in_out_strength_distribution+in_strength_vector,6,11182,11174,0.9992845644786263,0.9997877458610442
336,out_strength_distribution+in_out_strength_distribution+in_strength_vector,3,11182,11174,0.9992845644786263,0.9997877458610442
337,frob2+out_strength_distribution+in_out_strength_distribution+in_strength_vector,4,11182,11174,0.9992845644786263,0.9997877458610442
338,rank+out_strength_distribution+in_out_strength_distribution+in_strength_vector,4,11182,11174,0.9992845644786263,0.9997877458610442
339,frob2+rank+out_strength_distribution+in_out_strength_distribution+in_strength_vector,5,11182,11174,0.9992845644786263,0.9997877458610442
340,stable_rank+out_strength_distribution+in_out_strength_distribution+in_strength_vector,4,11182,11174,0.9992845644786263,0.9997877458610442
341,frob2+stable_rank+out_strength_distribution+in_out_strength_distribution+in_strength_vector,5,11182,11174,0.9992845644786263,0.9997877458610442
342,rank+stable_rank+out_strength_distribution+in_out_strength_distribution+in_strength_vector,5,11182,11174,0.9992845644786263,0.9997877458610442
343,frob2+rank+stable_rank+out_strength_distribution+in_out_strength_distribution+in_strength_vector,6,11182,11174,0.9992845644786263,0.9997877458610442
344,singular_values+out_strength_distribution+in_out_strength_distribution+in_strength_vector,4,11182,11174,0.9992845644786263,0.9997877458610442
345,frob2+singular_values+out_strength_distribution+in_out_strength_distribution+in_strength_vector,5,11182,11174,0.9992845644786263,0.9997877458610442
346,rank+singular_values+out_strength_distribution+in_out_strength_distribution+in_strength_vector,5,11182,11174,0.9992845644786263,0.9997877458610442
347,frob2+rank+singular_values+out_strength_distribution+in_out_strength_distribution+in_strength_vector,6,11182,11174,0.9992845644786263,0.9997877458610442
348,stable_rank+singular_values+out_strength_distribution+in_out_strength_distribution+in_strength_vector,5,11182,11174,0.9992845644786263,0.9997877458610442
349,frob2+stable_rank+singular_values+out_strength_distribution+in_out_strength_distribution+in_strength_vector,6,11182,11174,0.9992845644786263,0.9997877458610442
350,rank+stable_rank+singular_values+out_strength_distribution+in_out_strength_distribution+in_strength_vector,6,11182,11174,0.9992845644786263,0.9997877458610442
351,frob2+rank+stable_rank+singular_values+out_strength_distribution+in_out_strength_distribution+in_strength_vector,7,11182,11174,0.9992845644786263,0.9997877458610442
352,in_strength_distribution+in_out_strength_distribution+in_strength_vector,3,11182,11174,0.9992845644786263,0.9997877458610442
353,frob2+in_strength_distribution+in_out_strength_distribution+in_strength_vector,4,11182,11174,0.9992845644786263,0.9997877458610442
354,rank+in_strength_distribution+in_out_strength_distribution+in_strength_vector,4,11182,11174,0.9992845644786263,0.9997877458610442
355,frob2+rank+in_strength_distribution+in_out_strength_distribution+in_strength_vector,5,11182,11174,0.9992845644786263,0.9997877458610442
356,stable_rank+in_strength_distribution+in_out_strength_distribution+in_strength_vector,4,11182,11174,0.9992845644786263,0.9997877458610442
357,frob2+stable_rank+in_strength_distribution+in_out_strength_distribution+in_strength_vector,5,11182,11174,0.9992845644786263,0.9997877458610442
358,rank+stable_rank+in_strength_distribution+in_out_strength_distribution+in_strength_vector,5,11182,11174,0.9992845644786263,0.9997877458610442
359,frob2+rank+stable_rank+in_strength_distribution+in_out_strength_distribution+in_strength_vector,6,11182,11174,0.9992845644786263,0.9997877458610442
360,singular_values+in_strength_distribution+in_out_strength_distribution+in_strength_vector,4,11182,11174,0.9992845644786263,0.9997877458610442
361,frob2+singular_values+in_strength_distribution+in_out_strength_distribution+in_strength_vector,5,11182,11174,0.9992845644786263,0.9997877458610442
362,rank+singular_values+in_strength_distribution+in_out_strength_distribution+in_strength_vector,5,11182,11174,0.9992845644786263,0.9997877458610442
363,frob2+rank+singular_values+in_strength_distribution+in_out_strength_distribution+in_strength_vector,6,11182,11174,0.9992845644786263,0.9997877458610442
364,stable_rank+singular_values+in_strength_distribution+in_out_strength_distribution+in_strength_vector,5,11182,11174,0.9992845644786263,0.9997877458610442
365,frob2+stable_rank+singular_values+in_strength_distribution+in_out_strength_distribution+in_strength_vector,6,11182,11174,0.9992845644786263,0.9997877458610442
366,rank+stable_rank+singular_values+in_strength_distribution+in_out_strength_distribution+in_strength_vector,6,11182,11174,0.9992845644786263,0.9997877458610442
367,frob2+rank+stable_rank+singular_values+in_strength_distribution+in_out_strength_distribution+in_strength_vector,7,11182,11174,0.9992845644786263,0.9997877458610442
368,out_strength_distribution+in_strength_distribution+in_out_strength_distribution+in_strength_vector,4,11182,11174,0.9992845644786263,0.9997877458610442
369,frob2+out_strength_distribution+in_strength_distribution+in_out_strength_distribution+in_strength_vector,5,11182,11174,0.9992845644786263,0.9997877458610442
370,rank+out_strength_distribution+in_strength_distribution+in_out_strength_distribution+in_strength_vector,5,11182,11174,0.9992845644786263,0.9997877458610442
371,frob2+rank+out_strength_distribution+in_strength_distribution+in_out_strength_distribution+in_strength_vector,6,11182,11174,0.9992845644786263,0.9997877458610442
372,stable_rank+out_strength_distribution+in_strength_distribution+in_out_strength_distribution+in_strength_vector,5,11182,11174,0.9992845644786263,0.9997877458610442
373,frob2+stable_rank+out_strength_distribution+in_strength_distribution+in_out_strength_distribution+in_strength_vector,6,11182,11174,0.9992845644786263,0.9997877458610442
374,rank+stable_rank+out_strength_distribution+in_strength_distribution+in_out_strength_distribution+in_strength_vector,6,11182,11174,0.9992845644786263,0.9997877458610442
375,frob2+rank+stable_rank+out_strength_distribution+in_strength_distribution+in_out_strength_distribution+in_strength_vector,7,11182,11174,0.9992845644786263,0.9997877458610442
376,singular_values+out_strength_distribution+in_strength_distribution+in_out_strength_distribution+in_strength_vector,5,11182,11174,0.9992845644786263,0.9997877458610442
377,frob2+singular_values+out_strength_distribution+in_strength_distribution+in_out_strength_distribution+in_strength_vector,6,11182,11174,0.9992845644786263,0.9997877458610442
378,rank+singular_values+out_strength_distribution+in_strength_distribution+in_out_strength_distribution+in_strength_vector,6,11182,11174,0.9992845644786263,0.9997877458610442
379,frob2+rank+singular_values+out_strength_distribution+in_strength_distribution+in_out_strength_distribution+in_strength_vector,7,11182,11174,0.9992845644786263,0.9997877458610442
380,stable_rank+singular_values+out_strength_distribution+in_strength_distribution+in_out_strength_distribution+in_strength_vector,6,11182,11174,0.9992845644786263,0.9997877458610442
381,frob2+stable_rank+singular_values+out_strength_distribution+in_strength_distribution+in_out_strength_distribution+in_strength_vector,7,11182,11174,0.9992845644786263,0.9997877458610442
382,rank+stable_rank+singular_values+out_strength_distribution+in_strength_distribution+in_out_strength_distribution+in_strength_vector,7,11182,11174,0.9992845644786263,0.9997877458610442
383,frob2+rank+stable_rank+singular_values+out_strength_distribution+in_strength_distribution+in_out_strength_distribution+in_strength_vector,8,11182,11174,0.9992845644786263,0.9997877458610442
384,out_strength_vector+in_strength_vector,2,11202,11202,1.0,1.0
385,frob2+out_strength_vector+in_strength_vector,3,11202,11202,1.0,1.0
386,rank+out_strength_vector+in_strength_vector,3,11202,11202,1.0,1.0
387,frob2+rank+out_strength_vector+in_strength_vector,4,11202,11202,1.0,1.0
388,stable_rank+out_strength_vector+in_strength_vector,3,11202,11202,1.0,1.0
389,frob2+stable_rank+out_strength_vector+in_strength_vector,4,11202,11202,1.0,1.0
390,rank+stable_rank+out_strength_vector+in_strength_vector,4,11202,11202,1.0,1.0
391,frob2+rank+stable_rank+out_strength_vector+in_strength_vector,5,11202,11202,1.0,1.0
392,singular_values+out_strength_vector+in_strength_vector,3,11202,11202,1.0,1.0
393,frob2+singular_values+out_strength_vector+in_strength_vector,4,11202,11202,1.0,1.0
394,rank+singular_values+out_strength_vector+in_strength_vector,4,11202,11202,1.0,1.0
395,frob2+rank+singular_values+out_strength_vector+in_strength_vector,5,11202,11202,1.0,1.0
396,stable_rank+singular_values+out_strength_vector+in_strength_vector,4,11202,11202,1.0,1.0
397,frob2+stable_rank+singular_values+out_strength_vector+in_strength_vector,5,11202,11202,1.0,1.0
398,rank+stable_rank+singular_values+out_strength_vector+in_strength_vector,5,11202,11202,1.0,1.0
399,frob2+rank+stable_rank+singular_values+out_strength_vector+in_strength_vector,6,11202,11202,1.0,1.0
400,out_strength_distribution+out_strength_vector+in_strength_vector,3,11202,11202,1.0,1.0
401,frob2+out_strength_distribution+out_strength_vector+in_strength_vector,4,11202,11202,1.0,1.0
402,rank+out_strength_distribution+out_strength_vector+in_strength_vector,4,11202,11202,1.0,1.0
403,frob2+rank+out_strength_distribution+out_strength_vector+in_strength_vector,5,11202,11202,1.0,1.0
404,stable_rank+out_strength_distribution+out_strength_vector+in_strength_vector,4,11202,11202,1.0,1.0
405,frob2+stable_rank+out_strength_distribution+out_strength_vector+in_strength_vector,5,11202,11202,1.0,1.0
406,rank+stable_rank+out_strength_distribution+out_strength_vector+in_strength_vector,5,11202,11202,1.0,1.0
407,frob2+rank+stable_rank+out_strength_distribution+out_strength_vector+in_strength_vector,6,11202,11202,1.0,1.0
408,singular_values+out_strength_distribution+out_strength_vector+in_strength_vector,4,11202,11202,1.0,1.0
409,frob2+singular_values+out_strength_distribution+out_strength_vector+in_strength_vector,5,11202,11202,1.0,1.0
410,rank+singular_values+out_strength_distribution+out_strength_vector+in_strength_vector,5,11202,11202,1.0,1.0
411,frob2+rank+singular_values+out_strength_distribution+out_strength_vector+in_strength_vector,6,11202,11202,1.0,1.0
412,stable_rank+singular_values+out_strength_distribution+out_strength_vector+in_strength_vector,5,11202,11202,1.0,1.0
413,frob2+stable_rank+singular_values+out_strength_distribution+out_strength_vector+in_strength_vector,6,11202,11202,1.0,1.0
414,rank+stable_rank+singular_values+out_strength_distribution+out_strength_vector+in_strength_vector,6,11202,11202,1.0,1.0
415,frob2+rank+stable_rank+singular_values+out_strength_distribution+out_strength_vector+in_strength_vector,7,11202,11202,1.0,1.0
416,in_strength_distribution+out_strength_vector+in_strength_vector,3,11202,11202,1.0,1.0
417,frob2+in_strength_distribution+out_strength_vector+in_strength_vector,4,11202,11202,1.0,1.0
418,rank+in_strength_distribution+out_strength_vector+in_strength_vector,4,11202,11202,1.0,1.0
419,frob2+rank+in_strength_distribution+out_strength_vector+in_strength_vector,5,11202,11202,1.0,1.0
420,stable_rank+in_strength_distribution+out_strength_vector+in_strength_vector,4,11202,11202,1.0,1.0
421,frob2+stable_rank+in_strength_distribution+out_strength_vector+in_strength_vector,5,11202,11202,1.0,1.0
422,rank+stable_rank+in_strength_distribution+out_strength_vector+in_strength_vector,5,11202,11202,1.0,1.0
423,frob2+rank+stable_rank+in_strength_distribution+out_strength_vector+in_strength_vector,6,11202,11202,1.0,1.0
424,singular_values+in_strength_distribution+out_strength_vector+in_strength_vector,4,11202,11202,1.0,1.0
425,frob2+singular_values+in_strength_distribution+out_strength_vector+in_strength_vector,5,11202,11202,1.0,1.0
426,rank+singular_values+in_strength_distribution+out_strength_vector+in_strength_vector,5,11202,11202,1.0,1.0
427,frob2+rank+singular_values+in_strength_distribution+out_strength_vector+in_strength_vector,6,11202,11202,1.0,1.0
428,stable_rank+singular_values+in_strength_distribution+out_strength_vector+in_strength_vector,5,11202,11202,1.0,1.0
429,frob2+stable_rank+singular_values+in_strength_distribution+out_strength_vector+in_strength_vector,6,11202,11202,1.0,1.0
430,rank+stable_rank+singular_values+in_strength_distribution+out_strength_vector+in_strength_vector,6,11202,11202,1.0,1.0
431,frob2+rank+stable_rank+singular_values+in_strength_distribution+out_strength_vector+in_strength_vector,7,11202,11202,1.0,1.0
432,out_strength_distribution+in_strength_distribution+out_strength_vector+in_strength_vector,4,11202,11202,1.0,1.0
433,frob2+out_strength_distribution+in_strength_distribution+out_strength_vector+in_strength_vector,5,11202,11202,1.0,1.0
434,rank+out_strength_distribution+in_strength_distribution+out_strength_vector+in_strength_vector,5,11202,11202,1.0,1.0
435,frob2+rank+out_strength_distribution+in_strength_distribution+out_strength_vector+in_strength_vector,6,11202,11202,1.0,1.0
436,stable_rank+out_strength_distribution+in_strength_distribution+out_strength_vector+in_strength_vector,5,11202,11202,1.0,1.0
437,frob2+stable_rank+out_strength_distribution+in_strength_distribution+out_strength_vector+in_strength_vector,6,11202,11202,1.0,1.0
438,rank+stable_rank+out_strength_distribution+in_strength_distribution+out_strength_vector+in_strength_vector,6,11202,11202,1.0,1.0
439,frob2+rank+stable_rank+out_strength_distribution+in_strength_distribution+out_strength_vector+in_strength_vector,7,11202,11202,1.0,1.0
440,singular_values+out_strength_distribution+in_strength_distribution+out_strength_vector+in_strength_vector,5,11202,11202,1.0,1.0
441,frob2+singular_values+out_strength_distribution+in_strength_distribution+out_strength_vector+in_strength_vector,6,11202,11202,1.0,1.0
442,rank+singular_values+out_strength_distribution+in_strength_distribution+out_strength_vector+in_strength_vector,6,11202,11202,1.0,1.0
443,frob2+rank+singular_values+out_strength_distribution+in_strength_distribution+out_strength_vector+in_strength_vector,7,11202,11202,1.0,1.0
444,stable_rank+singular_values+out_strength_distribution+in_strength_distribution+out_strength_vector+in_strength_vector,6,11202,11202,1.0,1.0
445,frob2+stable_rank+singular_values+out_strength_distribution+in_strength_distribution+out_strength_vector+in_strength_vector,7,11202,11202,1.0,1.0
446,rank+stable_rank+singular_values+out_strength_distribution+in_strength_distribution+out_strength_vector+in_strength_vector,7,11202,11202,1.0,1.0
447,frob2+rank+stable_rank+singular_values+out_strength_distribution+in_strength_distribution+out_strength_vector+in_strength_vector,8,11202,11202,1.0,1.0
448,in_out_strength_distribution+out_strength_vector+in_strength_vector,3,11202,11202,1.0,1.0
449,frob2+in_out_strength_distribution+out_strength_vector+in_strength_vector,4,11202,11202,1.0,1.0
450,rank+in_out_strength_distribution+out_strength_vector+in_strength_vector,4,11202,11202,1.0,1.0
451,frob2+rank+in_out_strength_distribution+out_strength_vector+in_strength_vector,5,11202,11202,1.0,1.0
452,stable_rank+in_out_strength_distribution+out_strength_vector+in_strength_vector,4,11202,11202,1.0,1.0
453,frob2+stable_rank+in_out_strength_distribution+out_strength_vector+in_strength_vector,5,11202,11202,1.0,1.0
454,rank+stable_rank+in_out_strength_distribution+out_strength_vector+in_strength_vector,5,11202,11202,1.0,1.0
455,frob2+rank+stable_rank+in_out_strength_distribution+out_strength_vector+in_strength_vector,6,11202,11202,1.0,1.0
456,singular_values+in_out_strength_distribution+out_strength_vector+in_strength_vector,4,11202,11202,1.0,1.0
457,frob2+singular_values+in_out_strength_distribution+out_strength_vector+in_strength_vector,5,11202,11202,1.0,1.0
458,rank+singular_values+in_out_strength_distribution+out_strength_vector+in_strength_vector,5,11202,11202,1.0,1.0
459,frob2+rank+singular_values+in_out_strength_distribution+out_strength_vector+in_strength_vector,6,11202,11202,1.0,1.0
460,stable_rank+singular_values+in_out_strength_distribution+out_strength_vector+in_strength_vector,5,11202,11202,1.0,1.0
461,frob2+stable_rank+singular_values+in_out_strength_distribution+out_strength_vector+in_strength_vector,6,11202,11202,1.0,1.0
462,rank+stable_rank+singular_values+in_out_strength_distribution+out_strength_vector+in_strength_vector,6,11202,11202,1.0,1.0
463,frob2+rank+stable_rank+singular_values+in_out_strength_distribution+out_strength_vector+in_strength_vector,7,11202,11202,1.0,1.0
464,out_strength_distribution+in_out_strength_distribution+out_strength_vector+in_strength_vector,4,11202,11202,1.0,1.0
465,frob2+out_strength_distribution+in_out_strength_distribution+out_strength_vector+in_strength_vector,5,11202,11202,1.0,1.0
466,rank+out_strength_distribution+in_out_strength_distribution+out_strength_vector+in_strength_vector,5,11202,11202,1.0,1.0
467,frob2+rank+out_strength_distribution+in_out_strength_distribution+out_strength_vector+in_strength_vector,6,11202,11202,1.0,1.0
468,stable_rank+out_strength_distribution+in_out_strength_distribution+out_strength_vector+in_strength_vector,5,11202,11202,1.0,1.0
469,frob2+stable_rank+out_strength_distribution+in_out_strength_distribution+out_strength_vector+in_strength_vector,6,11202,11202,1.0,1.0
470,rank+stable_rank+out_strength_distribution+in_out_strength_distribution+out_strength_vector+in_strength_vector,6,11202,11202,1.0,1.0
471,frob2+rank+stable_rank+out_strength_distribution+in_out_strength_distribution+out_strength_vector+in_strength_vector,7,11202,11202,1.0,1.0
472,singular_values+out_strength_distribution+in_out_strength_distribution+out_strength_vector+in_strength_vector,5,11202,11202,1.0,1.0
473,frob2+singular_values+out_strength_distribution+in_out_strength_distribution+out_strength_vector+in_strength_vector,6,11202,11202,1.0,1.0
474,rank+singular_values+out_strength_distribution+in_out_strength_distribution+out_strength_vector+in_strength_vector,6,11202,11202,1.0,1.0
475,frob2+rank+singular_values+out_strength_distribution+in_out_strength_distribution+out_strength_vector+in_strength_vector,7,11202,11202,1.0,1.0
476,stable_rank+singular_values+out_strength_distribution+in_out_strength_distribution+out_strength_vector+in_strength_vector,6,11202,11202,1.0,1.0
477,frob2+stable_rank+singular_values+out_strength_distribution+in_out_strength_distribution+out_strength_vector+in_strength_vector,7,11202,11202,1.0,1.0
478,rank+stable_rank+singular_values+out_strength_distribution+in_out_strength_distribution+out_strength_vector+in_strength_vector,7,11202,11202,1.0,1.0
479,frob2+rank+stable_rank+singular_values+out_strength_distribution+in_out_strength_distribution+out_strength_vector+in_strength_vector,8,11202,11202,1.0,1.0
480,in_strength_distribution+in_out_strength_distribution+out_strength_vector+in_strength_vector,4,11202,11202,1.0,1.0
481,frob2+in_strength_distribution+in_out_strength_distribution+out_strength_vector+in_strength_vector,5,11202,11202,1.0,1.0
482,rank+in_strength_distribution+in_out_strength_distribution+out_strength_vector+in_strength_vector,5,11202,11202,1.0,1.0
483,frob2+rank+in_strength_distribution+in_out_strength_distribution+out_strength_vector+in_strength_vector,6,11202,11202,1.0,1.0
484,stable_rank+in_strength_distribution+in_out_strength_distribution+out_strength_vector+in_strength_vector,5,11202,11202,1.0,1.0
485,frob2+stable_rank+in_strength_distribution+in_out_strength_distribution+out_strength_vector+in_strength_vector,6,11202,11202,1.0,1.0
486,rank+stable_rank+in_strength_distribution+in_out_strength_distribution+out_strength_vector+in_strength_vector,6,11202,11202,1.0,1.0
487,frob2+rank+stable_rank+in_strength_distribution+in_out_strength_distribution+out_strength_vector+in_strength_vector,7,11202,11202,1.0,1.0
488,singular_values+in_strength_distribution+in_out_strength_distribution+out_strength_vector+in_strength_vector,5,11202,11202,1.0,1.0
489,frob2+singular_values+in_strength_distribution+in_out_strength_distribution+out_strength_vector+in_strength_vector,6,11202,11202,1.0,1.0
490,rank+singular_values+in_strength_distribution+in_out_strength_distribution+out_strength_vector+in_strength_vector,6,11202,11202,1.0,1.0
491,frob2+rank+singular_values+in_strength_distribution+in_out_strength_distribution+out_strength_vector+in_strength_vector,7,11202,11202,1.0,1.0
492,stable_rank+singular_values+in_strength_distribution+in_out_strength_distribution+out_strength_vector+in_strength_vector,6,11202,11202,1.0,1.0
493,frob2+stable_rank+singular_values+in_strength_distribution+in_out_strength_distribution+out_strength_vector+in_strength_vector,7,11202,11202,1.0,1.0
494,rank+stable_rank+singular_values+in_strength_distribution+in_out_strength_distribution+out_strength_vector+in_strength_vector,7,11202,11202,1.0,1.0
495,frob2+rank+stable_rank+singular_values+in_strength_distribution+in_out_strength_distribution+out_strength_vector+in_strength_vector,8,11202,11202,1.0,1.0
496,out_strength_distribution+in_strength_distribution+in_out_strength_distribution+out_strength_vector+in_strength_vector,5,11202,11202,1.0,1.0
497,frob2+out_strength_distribution+in_strength_distribution+in_out_strength_distribution+out_strength_vector+in_strength_vector,6,11202,11202,1.0,1.0
498,rank+out_strength_distribution+in_strength_distribution+in_out_strength_distribution+out_strength_vector+in_strength_vector,6,11202,11202,1.0,1.0
499,frob2+rank+out_strength_distribution+in_strength_distribution+in_out_strength_distribution+out_strength_vector+in_strength_vector,7,11202,11202,1.0,1.0
500,stable_rank+out_strength_distribution+in_strength_distribution+in_out_strength_distribution+out_strength_vector+in_strength_vector,6,11202,11202,1.0,1.0
501,frob2+stable_rank+out_strength_distribution+in_strength_distribution+in_out_strength_distribution+out_strength_vector+in_strength_vector,7,11202,11202,1.0,1.0
502,rank+stable_rank+out_strength_distribution+in_strength_distribution+in_out_strength_distribution+out_strength_vector+in_strength_vector,7,11202,11202,1.0,1.0
503,frob2+rank+stable_rank+out_strength_distribution+in_strength_distribution+in_out_strength_distribution+out_strength_vector+in_strength_vector,8,11202,11202,1.0,1.0
504,singular_values+out_strength_distribution+in_strength_distribution+in_out_strength_distribution+out_strength_vector+in_strength_vector,6,11202,11202,1.0,1.0
505,frob2+singular_values+out_strength_distribution+in_strength_distribution+in_out_strength_distribution+out_strength_vector+in_strength_vector,7,11202,11202,1.0,1.0
506,rank+singular_values+out_strength_distribution+in_strength_distribution+in_out_strength_distribution+out_strength_vector+in_strength_vector,7,11202,11202,1.0,1.0
507,frob2+rank+singular_values+out_strength_distribution+in_strength_distribution+in_out_strength_distribution+out_strength_vector+in_strength_vector,8,11202,11202,1.0,1.0
