mask,features,n_features,unique_groups,deterministic_groups,D_state,A_freq,B_unique_DeltaW,DeltaW_compression_rate
71,frob2+rank+stable_rank+in_out_strength_distribution,4,7916,6628,0.8372915613946438,0.7783359275505872,1401,0.45316159250585475
72,singular_values+in_out_strength_distribution,2,7916,6628,0.8372915613946438,0.7783359275505872,1401,0.45316159250585475
73,frob2+singular_values+in_out_strength_distribution,3,7916,6628,0.8372915613946438,0.7783359275505872,1401,0.45316159250585475
74,rank+singular_values+in_out_strength_distribution,3,7916,6628,0.8372915613946438,0.7783359275505872,1401,0.45316159250585475
75,frob2+rank+singular_values+in_out_strength_distribution,4,7916,6628,0.8372915613946438,0.7783359275505872,1401,0.45316159250585475
76,stable_rank+singular_values+in_out_strength_distribution,3,7916,6628,0.8372915613946438,0.7783359275505872,1401,0.45316159250585475
77,frob2+stable_rank+singular_values+in_out_strength_distribution,4,7916,6628,0.8372915613946438,0.7783359275505872,1401,0.45316159250585475
78,rank+stable_rank+singular_values+in_out_strength_distribution,4,7916,6628,0.8372915613946438,0.7783359275505872,1401,0.45316159250585475
79,frob2+rank+stable_rank+singular_values+in_out_strength_distribution,5,7916,6628,0.8372915613946438,0.7783359275505872,1401,0.45316159250585475
80,out_strength_distribution+in_out_strength_distribution,2,7776,6396,0.8225308641975309,0.7716499221734824,1358,0.4699453551912568
81,frob2+out_strength_distribution+in_out_strength_distribution,3,7776,6396,0.8225308641975309,0.7716499221734824,1358,0.4699453551912568
82,rank+out_strength_distribution+in_out_strength_distribution,3,7776,6396,0.8225308641975309,0.7716499221734824,1358,0.4699453551912568
83,frob2+rank+out_strength_distribution+in_out_strength_distribution,4,7776,6396,0.8225308641975309,0.7716499221734824,1358,0.4699453551912568
84,stable_rank+out_strength_distribution+in_out_strength_distribution,3,7916,6628,0.8372915613946438,0.7783359275505872,1401,0.45316159250585475
85,frob2+stable_rank+out_strength_distribution+in_out_strength_distribution,4,7916,6628,0.8372915613946438,0.7783359275505872,1401,0.45316159250585475
86,rank+stable_rank+out_strength_distribution+in_out_strength_distribution,4,7916,6628,0.8372915613946438,0.7783359275505872,1401,0.45316159250585475
87,frob2+rank+stable_rank+out_strength_distribution+in_out_strength_distribution,5,7916,6628,0.8372915613946438,0.7783359275505872,1401,0.45316159250585475
88,singular_values+out_strength_distribution+in_out_strength_distribution,3,7916,6628,0.8372915613946438,0.7783359275505872,1401,0.45316159250585475
89,frob2+singular_values+out_strength_distribution+in_out_strength_distribution,4,7916,6628,0.8372915613946438,0.7783359275505872,1401,0.45316159250585475
90,rank+singular_values+out_strength_distribution+in_out_strength_distribution,4,7916,6628,0.8372915613946438,0.7783359275505872,1401,0.45316159250585475
91,frob2+rank+singular_values+out_strength_distribution+in_out_strength_distribution,5,7916,6628,0.8372915613946438,0.7783359275505872,1401,0.45316159250585475
92,stable_rank+singular_values+out_strength_distribution+in_out_strength_distribution,4,7916,6628,0.8372915613946438,0.7783359275505872,1401,0.45316159250585475
93,frob2+stable_rank+singular_values+out_strength_distribution+in_out_strength_distribution,5,7916,6628,0.8372915613946438,0.7783359275505872,1401,0.45316159250585475
94,rank+stable_rank+singular_values+out_strength_distribution+in_out_strength_distribution,5,7916,6628,0.8372915613946438,0.7783359275505872,1401,0.45316159250585475
95,frob2+rank+stable_rank+singular_values+out_strength_distribution+in_out_strength_distribution,6,7916,6628,0.8372915613946438,0.7783359275505872,1401,0.45316159250585475
96,in_strength_distribution+in_out_strength_distribution,2,7776,6396,0.8225308641975309,0.7716499221734824,1358,0.4699453551912568
97,frob2+in_strength_distribution+in_out_strength_distribution,3,7776,6396,0.8225308641975309,0.7716499221734824,1358,0.4699453551912568
98,rank+in_strength_distribution+in_out_strength_distribution,3,7776,6396,0.8225308641975309,0.7716499221734824,1358,0.4699453551912568
99,frob2+rank+in_strength_distribution+in_out_strength_distribution,4,7776,6396,0.8225308641975309,0.7716499221734824,1358,0.4699453551912568
100,stable_rank+in_strength_distribution+in_out_strength_distribution,3,7916,6628,0.8372915613946438,0.7783359275505872,1401,0.45316159250585475
101,frob2+stable_rank+in_strength_distribution+in_out_strength_distribution,4,7916,6628,0.8372915613946438,0.7783359275505872,1401,0.45316159250585475
102,rank+stable_rank+in_strength_distribution+in_out_strength_distribution,4,7916,6628,0.8372915613946438,0.7783359275505872,1401,0.45316159250585475
103,frob2+rank+stable_rank+in_strength_distribution+in_out_strength_distribution,5,7916,6628,0.8372915613946438,0.7783359275505872,1401,0.45316159250585475
104,singular_values+in_strength_distribution+in_out_strength_distribution,3,7916,6628,0.8372915613946438,0.7783359275505872,1401,0.45316159250585475
105,frob2+singular_values+in_strength_distribution+in_out_strength_distribution,4,7916,6628,0.8372915613946438,0.7783359275505872,1401,0.45316159250585475
106,rank+singular_values+in_strength_distribution+in_out_strength_distribution,4,7916,6628,0.8372915613946438,0.7783359275505872,1401,0.45316159250585475
107,frob2+rank+singular_values+in_strength_distribution+in_out_strength_distribution,5,7916,6628,0.8372915613946438,0.7783359275505872,1401,0.45316159250585475
108,stable_rank+singular_values+in_strength_distribution+in_out_strength_distribution,4,7916,6628,0.8372915613946438,0.7783359275505872,1401,0.45316159250585475
109,frob2+stable_rank+singular_values+in_strength_distribution+in_out_strength_distribution,5,7916,6628,0.8372915613946438,0.7783359275505872,1401,0.45316159250585475
110,rank+stable_rank+singular_values+in_strength_distribution+in_out_strength_distribution,5,7916,6628,0.8372915613946438,0.7783359275505872,1401,0.45316159250585475
111,frob2+rank+stable_rank+singular_values+in_strength_distribution+in_out_strength_distribution,6,7916,6628,0.8372915613946438,0.7783359275505872,1401,0.45316159250585475
112,out_strength_distribution+in_strength_distribution+in_out_strength_distribution,3,7776,6396,0.8225308641975309,0.7716499221734824,1358,0.4699453551912568
113,frob2+out_strength_distribution+in_strength_distribution+in_out_strength_distribution,4,7776,6396,0.8225308641975309,0.7716499221734824,1358,0.4699453551912568
114,rank+out_strength_distribution+in_strength_distribution+in_out_strength_distribution,4,7776,6396,0.8225308641975309,0.7716499221734824,1358,0.4699453551912568
115,frob2+rank+out_strength_distribution+in_strength_distribution+in_out_strength_distribution,5,7776,6396,0.8225308641975309,0.7716499221734824,1358,0.4699453551912568
116,stable_rank+out_strength_distribution+in_strength_distribution+in_out_strength_distribution,4,7916,6628,0.8372915613946438,0.7783359275505872,1401,0.45316159250585475
117,frob2+stable_rank+out_strength_distribution+in_strength_distribution+in_out_strength_distribution,5,7916,6628,0.8372915613946438,0.7783359275505872,1401,0.45316159250585475
