future_id,chi,difficult,n,anchor_neg,variable_coords,variable_rows,max_row_patterns,excess_row_patterns,observed_actions,revealing_actions,conflict_actions,pairs,revealable_pairs,coobs_pair_actions,reveal_pair_actions,row_patterns
36,1,0,1,16,0,0,1,0,0,0,0,0,0,0,0,1 1 1 1 1
37,1,0,1,12,0,0,1,0,0,0,0,0,0,0,0,1 1 1 1 1
38,1,0,1,12,0,0,1,0,0,0,0,0,0,0,0,1 1 1 1 1
39,1,0,1,12,0,0,1,0,0,0,0,0,0,0,0,1 1 1 1 1
40,1,0,1,12,0,0,1,0,0,0,0,0,0,0,0,1 1 1 1 1
43,1,0,1,12,0,0,1,0,0,0,0,0,0,0,0,1 1 1 1 1
47,1,0,4,16,11,4,2,4,2,0,0,6,0,12,0,2 2 2 1 2
48,1,0,1,12,0,0,1,0,0,0,0,0,0,0,0,1 1 1 1 1
51,1,0,1,12,0,0,1,0,0,0,0,0,0,0,0,1 1 1 1 1
57,1,0,1,12,0,0,1,0,0,0,0,0,0,0,0,1 1 1 1 1
59,1,0,1,12,0,0,1,0,0,0,0,0,0,0,0,1 1 1 1 1
62,1,0,3,19,7,2,2,2,2,0,0,3,0,6,0,1 2 2 1 1
70,1,0,1,15,0,0,1,0,0,0,0,0,0,0,0,1 1 1 1 1
73,1,0,10,19,19,5,3,8,4,0,0,45,0,92,0,3 3 2 3 2
74,1,0,1,15,0,0,1,0,0,0,0,0,0,0,0,1 1 1 1 1
75,1,0,1,18,0,0,1,0,0,0,0,0,0,0,0,1 1 1 1 1
82,1,0,1,15,0,0,1,0,0,0,0,0,0,0,0,1 1 1 1 1
84,1,0,2,19,8,2,2,2,2,0,0,1,0,2,0,2 2 1 1 1
86,2,1,6,16,13,4,3,6,12,8,8,15,4,40,8,3 2 1 3 2
87,3,1,14,12,12,3,3,6,12,2,2,91,5,486,10,3 3 1 3 1
88,1,0,1,12,0,0,1,0,0,0,0,0,0,0,0,1 1 1 1 1
89,1,0,3,12,4,3,2,3,2,0,0,3,0,6,0,2 2 1 2 1
93,1,0,1,15,0,0,1,0,0,0,0,0,0,0,0,1 1 1 1 1
94,1,0,1,11,0,0,1,0,0,0,0,0,0,0,0,1 1 1 1 1
96,1,0,7,12,12,3,2,3,10,0,0,21,0,170,0,2 2 1 1 2
98,1,0,1,12,0,0,1,0,0,0,0,0,0,0,0,1 1 1 1 1
100,2,1,5,12,7,3,2,3,10,2,2,10,1,48,2,2 2 1 1 2
103,1,0,2,12,1,1,2,1,2,0,0,1,0,2,0,1 2 1 1 1
106,1,0,1,12,0,0,1,0,0,0,0,0,0,0,0,1 1 1 1 1
107,1,0,2,12,3,2,2,2,2,0,0,1,0,2,0,2 2 1 1 1
110,2,1,4,16,9,3,2,3,6,2,2,6,1,16,2,1 2 1 2 2
112,1,0,1,12,0,0,1,0,0,0,0,0,0,0,0,1 1 1 1 1
114,1,0,1,12,0,0,1,0,0,0,0,0,0,0,0,1 1 1 1 1
117,1,0,1,12,0,0,1,0,0,0,0,0,0,0,0,1 1 1 1 1
118,1,0,7,16,13,4,3,6,2,0,0,21,0,42,0,3 3 1 2 2
119,1,0,1,12,0,0,1,0,0,0,0,0,0,0,0,1 1 1 1 1
120,1,0,1,15,0,0,1,0,0,0,0,0,0,0,0,1 1 1 1 1
122,2,1,9,16,16,4,4,8,6,4,4,36,1,76,4,4 3 1 3 2
123,1,0,1,12,0,0,1,0,0,0,0,0,0,0,0,1 1 1 1 1
124,1,0,1,12,0,0,1,0,0,0,0,0,0,0,0,1 1 1 1 1
125,1,0,3,12,3,2,2,2,2,0,0,3,0,6,0,2 2 1 1 1
126,1,0,1,12,0,0,1,0,0,0,0,0,0,0,0,1 1 1 1 1
127,1,0,1,15,0,0,1,0,0,0,0,0,0,0,0,1 1 1 1 1
128,1,0,1,11,0,0,1,0,0,0,0,0,0,0,0,1 1 1 1 1
131,1,0,1,15,0,0,1,0,0,0,0,0,0,0,0,1 1 1 1 1
132,1,0,1,12,0,0,1,0,0,0,0,0,0,0,0,1 1 1 1 1
135,1,0,1,12,0,0,1,0,0,0,0,0,0,0,0,1 1 1 1 1
137,1,0,1,12,0,0,1,0,0,0,0,0,0,0,0,1 1 1 1 1
138,1,0,1,12,0,0,1,0,0,0,0,0,0,0,0,1 1 1 1 1
140,1,0,1,12,0,0,1,0,0,0,0,0,0,0,0,1 1 1 1 1
142,1,0,2,16,4,1,2,1,2,0,0,1,0,2,0,1 2 1 1 1
143,1,0,1,12,0,0,1,0,0,0,0,0,0,0,0,1 1 1 1 1
144,1,0,1,12,0,0,1,0,0,0,0,0,0,0,0,1 1 1 1 1
145,1,0,1,12,0,0,1,0,0,0,0,0,0,0,0,1 1 1 1 1
146,1,0,1,16,0,0,1,0,0,0,0,0,0,0,0,1 1 1 1 1
148,1,0,1,15,0,0,1,0,0,0,0,0,0,0,0,1 1 1 1 1
149,1,0,1,12,0,0,1,0,0,0,0,0,0,0,0,1 1 1 1 1
150,1,0,5,16,8,4,2,4,2,0,0,10,0,20,0,2 2 1 2 2
151,1,0,3,12,4,3,2,3,2,0,0,3,0,6,0,2 2 1 2 1
152,1,0,2,12,3,2,2,2,2,0,0,1,0,2,0,2 1 1 2 1
153,1,0,2,12,4,3,2,3,2,0,0,1,0,2,0,2 2 1 2 1
155,1,0,1,12,0,0,1,0,0,0,0,0,0,0,0,1 1 1 1 1
160,1,0,1,12,0,0,1,0,0,0,0,0,0,0,0,1 1 1 1 1
161,1,0,2,12,3,2,2,2,4,0,0,1,0,4,0,2 2 1 1 1
162,1,0,1,12,0,0,1,0,0,0,0,0,0,0,0,1 1 1 1 1
163,1,0,1,12,0,0,1,0,0,0,0,0,0,0,0,1 1 1 1 1
165,1,0,2,12,3,2,2,2,2,0,0,1,0,2,0,2 2 1 1 1
166,1,0,1,12,0,0,1,0,0,0,0,0,0,0,0,1 1 1 1 1
168,1,0,1,12,0,0,1,0,0,0,0,0,0,0,0,1 1 1 1 1
169,1,0,1,12,0,0,1,0,0,0,0,0,0,0,0,1 1 1 1 1
173,1,0,1,12,0,0,1,0,0,0,0,0,0,0,0,1 1 1 1 1
175,1,0,1,16,0,0,1,0,0,0,0,0,0,0,0,1 1 1 1 1
177,1,0,1,12,0,0,1,0,0,0,0,0,0,0,0,1 1 1 1 1
183,1,0,1,12,0,0,1,0,0,0,0,0,0,0,0,1 1 1 1 1
184,1,0,1,12,0,0,1,0,0,0,0,0,0,0,0,1 1 1 1 1
193,1,0,1,12,0,0,1,0,0,0,0,0,0,0,0,1 1 1 1 1
194,1,0,1,12,0,0,1,0,0,0,0,0,0,0,0,1 1 1 1 1
195,1,0,1,12,0,0,1,0,0,0,0,0,0,0,0,1 1 1 1 1
199,3,1,9,19,19,5,2,5,6,4,4,36,4,80,8,2 2 2 2 2
200,1,0,2,15,7,2,2,2,2,0,0,1,0,2,0,1 2 2 1 1
202,1,0,4,18,15,4,2,4,2,0,0,6,0,12,0,2 1 2 2 2
206,2,1,3,18,11,3,2,3,4,2,2,3,2,12,4,2 2 2 1 1
210,1,0,1,15,0,0,1,0,0,0,0,0,0,0,0,1 1 1 1 1
214,1,0,1,18,0,0,1,0,0,0,0,0,0,0,0,1 1 1 1 1
215,1,0,1,17,0,0,1,0,0,0,0,0,0,0,0,1 1 1 1 1
217,1,0,2,18,3,1,2,1,2,0,0,1,0,2,0,1 2 1 1 1
219,1,0,1,15,0,0,1,0,0,0,0,0,0,0,0,1 1 1 1 1
230,1,0,1,15,0,0,1,0,0,0,0,0,0,0,0,1 1 1 1 1
232,1,0,1,11,0,0,1,0,0,0,0,0,0,0,0,1 1 1 1 1
234,1,0,1,10,0,0,1,0,0,0,0,0,0,0,0,1 1 1 1 1
237,1,0,1,11,0,0,1,0,0,0,0,0,0,0,0,1 1 1 1 1
239,1,0,1,15,0,0,1,0,0,0,0,0,0,0,0,1 1 1 1 1
249,2,1,12,19,18,5,3,8,10,2,2,66,1,140,2,3 2 3 3 2
250,1,0,3,15,12,4,2,4,2,0,0,3,0,6,0,2 2 2 2 1
253,2,1,4,18,10,3,3,4,4,2,2,6,1,14,2,3 1 1 2 2
254,1,0,1,14,0,0,1,0,0,0,0,0,0,0,0,1 1 1 1 1
257,1,0,1,15,0,0,1,0,0,0,0,0,0,0,0,1 1 1 1 1
259,1,0,5,15,11,3,4,5,2,0,0,10,0,20,0,4 2 2 1 1
264,1,0,1,18,0,0,1,0,0,0,0,0,0,0,0,1 1 1 1 1
265,1,0,1,14,0,0,1,0,0,0,0,0,0,0,0,1 1 1 1 1
267,1,0,1,15,0,0,1,0,0,0,0,0,0,0,0,1 1 1 1 1
268,1,0,1,11,0,0,1,0,0,0,0,0,0,0,0,1 1 1 1 1
270,1,0,1,14,0,0,1,0,0,0,0,0,0,0,0,1 1 1 1 1
271,1,0,1,10,0,0,1,0,0,0,0,0,0,0,0,1 1 1 1 1
273,1,0,2,11,4,1,2,1,8,0,0,1,0,8,0,1 1 1 1 2
282,1,0,2,15,7,2,2,2,2,0,0,1,0,2,0,2 1 1 1 2
284,1,0,2,15,1,1,2,1,2,0,0,1,0,2,0,2 1 1 1 1
295,2,1,6,19,12,3,2,3,10,2,2,15,1,42,2,2 1 1 2 2
296,1,0,1,15,0,0,1,0,0,0,0,0,0,0,0,1 1 1 1 1
297,1,0,3,18,7,2,2,2,4,0,0,3,0,8,0,1 1 1 2 2
300,1,0,3,18,12,3,2,3,2,0,0,3,0,6,0,2 1 2 1 2
302,1,0,2,15,8,2,2,2,2,0,0,1,0,2,0,2 1 2 1 1
304,2,1,9,16,16,4,3,7,10,4,4,36,4,90,8,3 1 3 3 2
305,1,0,8,12,12,3,3,5,10,0,0,28,0,198,0,3 1 2 3 1
306,1,0,1,12,0,0,1,0,0,0,0,0,0,0,0,1 1 1 1 1
307,1,0,2,12,1,1,2,1,2,0,0,1,0,2,0,2 1 1 1 1
308,1,0,1,15,0,0,1,0,0,0,0,0,0,0,0,1 1 1 1 1
311,1,0,7,12,12,3,2,3,10,0,0,21,0,170,0,2 1 2 1 2
313,1,0,1,12,0,0,1,0,0,0,0,0,0,0,0,1 1 1 1 1
314,1,0,1,12,0,0,1,0,0,0,0,0,0,0,0,1 1 1 1 1
315,1,0,2,12,2,2,2,2,2,0,0,1,0,2,0,2 1 2 1 1
318,1,0,1,12,0,0,1,0,0,0,0,0,0,0,0,1 1 1 1 1
324,1,0,7,12,12,3,2,3,10,0,0,21,0,170,0,2 1 1 2 2
332,1,0,1,12,0,0,1,0,0,0,0,0,0,0,0,1 1 1 1 1
333,1,0,1,12,0,0,1,0,0,0,0,0,0,0,0,1 1 1 1 1
334,1,0,1,12,0,0,1,0,0,0,0,0,0,0,0,1 1 1 1 1
341,1,0,1,12,0,0,1,0,0,0,0,0,0,0,0,1 1 1 1 1
343,1,0,4,16,13,4,3,5,2,0,0,6,0,12,0,2 1 3 2 2
344,1,0,1,12,0,0,1,0,0,0,0,0,0,0,0,1 1 1 1 1
345,1,0,1,12,0,0,1,0,0,0,0,0,0,0,0,1 1 1 1 1
347,1,0,1,12,0,0,1,0,0,0,0,0,0,0,0,1 1 1 1 1
348,1,0,1,12,0,0,1,0,0,0,0,0,0,0,0,1 1 1 1 1
351,1,0,1,12,0,0,1,0,0,0,0,0,0,0,0,1 1 1 1 1
361,1,0,1,12,0,0,1,0,0,0,0,0,0,0,0,1 1 1 1 1
365,1,0,1,16,0,0,1,0,0,0,0,0,0,0,0,1 1 1 1 1
366,1,0,1,12,0,0,1,0,0,0,0,0,0,0,0,1 1 1 1 1
367,1,0,1,12,0,0,1,0,0,0,0,0,0,0,0,1 1 1 1 1
368,1,0,1,12,0,0,1,0,0,0,0,0,0,0,0,1 1 1 1 1
370,1,0,1,12,0,0,1,0,0,0,0,0,0,0,0,1 1 1 1 1
372,1,0,1,12,0,0,1,0,0,0,0,0,0,0,0,1 1 1 1 1
374,4,1,12,16,13,4,4,7,12,6,6,66,10,196,20,4 1 2 3 2
375,2,1,6,12,8,3,3,4,10,2,2,15,1,70,2,3 1 2 2 1
376,1,0,1,12,0,0,1,0,0,0,0,0,0,0,0,1 1 1 1 1
377,1,0,2,12,3,2,2,2,4,0,0,1,0,4,0,2 1 1 2 1
378,1,0,4,15,11,3,3,4,2,0,0,6,0,12,0,3 1 1 2 2
379,1,0,2,11,4,1,2,1,8,0,0,1,0,8,0,1 1 2 1 1
381,1,0,3,12,2,2,2,2,2,0,0,3,0,6,0,2 1 2 1 1
384,2,1,7,12,11,3,3,5,12,4,4,21,1,106,4,3 1 3 1 2
385,1,0,1,12,0,0,1,0,0,0,0,0,0,0,0,1 1 1 1 1
386,1,0,2,12,2,1,2,1,2,0,0,1,0,2,0,2 1 1 1 1
387,1,0,1,15,0,0,1,0,0,0,0,0,0,0,0,1 1 1 1 1
395,1,0,9,16,16,4,3,7,2,0,0,36,0,72,0,3 1 3 3 2
397,1,0,1,12,0,0,1,0,0,0,0,0,0,0,0,1 1 1 1 1
398,1,0,1,12,0,0,1,0,0,0,0,0,0,0,0,1 1 1 1 1
399,1,0,1,12,0,0,1,0,0,0,0,0,0,0,0,1 1 1 1 1
403,1,0,2,12,1,1,2,1,2,0,0,1,0,2,0,2 1 1 1 1
404,1,0,1,12,0,0,1,0,0,0,0,0,0,0,0,1 1 1 1 1
406,1,0,1,12,0,0,1,0,0,0,0,0,0,0,0,1 1 1 1 1
407,1,0,1,12,0,0,1,0,0,0,0,0,0,0,0,1 1 1 1 1
409,1,0,1,12,0,0,1,0,0,0,0,0,0,0,0,1 1 1 1 1
415,1,0,1,12,0,0,1,0,0,0,0,0,0,0,0,1 1 1 1 1
420,1,0,1,12,0,0,1,0,0,0,0,0,0,0,0,1 1 1 1 1
425,1,0,1,12,0,0,1,0,0,0,0,0,0,0,0,1 1 1 1 1
426,1,0,1,12,0,0,1,0,0,0,0,0,0,0,0,1 1 1 1 1
427,1,0,1,12,0,0,1,0,0,0,0,0,0,0,0,1 1 1 1 1
