difficult,groups,mean_n,mean_variable_coords,mean_variable_rows,mean_revealing_actions,mean_revealable_pairs,median_revealing_actions
0,99,2.808080808080808,5.757575757575758,1.6767676767676767,0.0,0.0,0.0
1,41,6.829268292682927,12.975609756097562,3.6097560975609757,5.219512195121951,8.487804878048781,4.0
