field_id,color_class,deltaW
1283,215,0 0 3 0 3;-1 0 -1 -1 -1;2 2 0 2 2;-1 -1 -1 0 -1;-1 -1 -1 -1 0
1284,156,0 0 3 0 3;-1 0 -1 -1 -1;2 2 0 2 2;-1 -1 -1 0 1;-1 -1 -1 -1 0
1285,119,0 0 3 0 3;-1 0 1 -1 -1;-1 -1 0 -1 -1;-1 -1 -1 0 -1;-1 -1 -1 -1 0
1286,119,0 0 3 0 3;-1 0 1 -1 -1;-1 -1 0 -1 -1;-1 -1 -1 0 -1;0 0 0 0 0
1287,142,0 0 3 0 3;-1 0 1 -1 -1;-1 -1 0 -1 -1;-1 -1 -1 0 -1;2 2 2 2 0
1288,106,0 0 3 0 3;-1 0 1 -1 -1;-1 -1 0 -1 -1;-1 -1 -1 0 1;-1 -1 -1 -1 0
1289,224,0 0 3 0 3;-1 0 1 -1 -1;-1 -1 0 -1 -1;-1 -1 -1 0 1;0 0 0 0 0
1290,144,0 0 3 0 3;-1 0 1 -1 -1;-1 -1 0 -1 -1;-1 -1 -1 0 1;2 2 2 2 0
1291,120,0 0 3 0 3;-1 0 1 -1 -1;-1 -1 0 -1 -1;0 0 0 0 3;-1 -1 -1 -1 0
1292,70,0 0 3 0 3;-1 0 1 -1 -1;-1 -1 0 -1 -1;0 0 0 0 3;0 0 0 0 0
1293,101,0 0 3 0 3;-1 0 1 -1 -1;-1 -1 0 -1 -1;2 2 2 0 5;-1 -1 -1 -1 0
1294,119,0 0 3 0 3;-1 0 1 -1 -1;0 0 0 0 0;-1 -1 -1 0 -1;-1 -1 -1 -1 0
1295,224,0 0 3 0 3;-1 0 1 -1 -1;0 0 0 0 0;-1 -1 -1 0 1;-1 -1 -1 -1 0
1296,120,0 0 3 0 3;-1 0 1 -1 -1;0 0 0 0 0;-1 -1 -1 0 1;0 0 0 0 0
1297,224,0 0 3 0 3;-1 0 1 -1 -1;0 0 0 0 0;0 0 0 0 1;0 0 0 0 0
1298,262,0 0 3 0 3;-1 0 1 -1 -1;0 0 0 0 0;0 0 0 0 3;-1 -1 -1 -1 0
1299,157,0 0 3 0 3;-1 0 1 -1 -1;2 2 0 2 2;-1 -1 -1 0 -1;-1 -1 -1 -1 0
1300,158,0 0 3 0 3;-1 0 1 -1 -1;2 2 0 2 2;-1 -1 -1 0 1;-1 -1 -1 -1 0
1301,247,0 0 3 0 3;0 0 0 0 0;-1 -1 0 -1 -1;0 0 0 0 0;-1 -1 -1 -1 0
1302,247,0 0 3 0 3;0 0 0 0 0;-1 -1 0 -1 -1;0 0 0 0 0;0 0 0 0 0
1303,335,0 0 3 0 3;0 0 0 0 0;-1 -1 0 -1 -1;0 0 0 0 3;0 0 0 0 0
1304,247,0 0 3 0 3;0 0 0 0 0;0 0 0 0 0;0 0 0 0 0;-1 -1 -1 -1 0
1305,224,0 0 3 0 3;0 0 1 0 0;-1 -1 0 -1 -1;0 0 0 0 1;0 0 0 0 0
1306,224,0 0 3 0 3;0 0 1 0 0;0 0 0 0 0;-1 -1 -1 0 1;0 0 0 0 0
1307,224,0 0 3 0 3;0 0 1 0 0;0 0 0 0 0;0 0 0 0 1;-1 -1 -1 -1 0
1308,120,0 0 3 0 3;0 0 1 0 0;0 0 0 0 0;0 0 0 0 3;-1 -1 -1 -1 0
1309,364,0 0 3 0 3;0 0 3 0 0;-1 -1 0 -1 -1;-1 -1 -1 0 -1;-1 -1 -1 -1 0
1310,102,0 0 3 0 3;0 0 3 0 0;-1 -1 0 -1 -1;-1 -1 -1 0 1;-1 -1 -1 -1 0
1311,267,0 0 3 0 3;0 0 3 0 0;-1 -1 0 -1 -1;-1 -1 -1 0 1;0 0 0 0 0
1312,102,0 0 3 0 3;0 0 3 0 0;-1 -1 0 -1 -1;0 0 0 0 1;0 0 0 0 0
1313,13,0 0 3 0 3;0 0 3 0 0;-1 -1 0 -1 -1;0 0 0 0 3;0 0 0 0 0
1314,93,0 0 3 0 3;0 0 3 0 0;0 0 0 0 0;-1 -1 -1 0 1;-1 -1 -1 -1 0
1315,364,0 0 3 0 3;0 0 3 0 0;0 0 0 0 0;0 0 0 0 0;-1 -1 -1 -1 0
1316,13,0 0 3 0 3;0 0 3 0 0;0 0 0 0 0;0 0 0 0 3;-1 -1 -1 -1 0
1317,13,0 0 3 0 3;0 0 3 0 0;0 0 0 0 0;0 0 0 0 3;0 0 0 0 0
1318,226,0 0 3 0 3;2 0 5 2 2;-1 -1 0 -1 -1;-1 -1 -1 0 -1;-1 -1 -1 -1 0
1319,76,0 0 3 0 3;2 0 5 2 2;-1 -1 0 -1 -1;-1 -1 -1 0 1;-1 -1 -1 -1 0
1320,66,0 1 -1 -1 -1;-1 0 -1 -1 -1;-1 -1 0 -1 -1;-1 -1 -1 0 -1;-1 -1 -1 -1 0
1321,227,0 1 -1 -1 -1;-1 0 -1 -1 -1;-1 -1 0 -1 -1;-1 -1 -1 0 -1;0 0 0 0 0
1322,107,0 1 -1 -1 -1;-1 0 -1 -1 -1;-1 -1 0 -1 -1;-1 -1 -1 0 1;-1 -1 -1 -1 0
1323,144,0 1 -1 -1 -1;-1 0 -1 -1 -1;-1 -1 0 -1 -1;-1 -1 -1 0 1;0 0 0 0 0
1324,106,0 1 -1 -1 -1;-1 0 -1 -1 -1;-1 -1 0 -1 -1;0 0 0 0 0;0 0 0 0 0
1325,271,0 1 -1 -1 -1;-1 0 -1 -1 -1;-1 -1 0 -1 -1;0 0 0 0 1;0 0 0 0 0
1326,178,0 1 -1 -1 -1;-1 0 -1 -1 -1;-1 -1 0 -1 -1;0 0 0 0 3;-1 -1 -1 -1 0
1327,188,0 1 -1 -1 -1;-1 0 -1 -1 -1;-1 -1 0 -1 -1;0 0 0 0 3;0 0 0 0 0
1328,51,0 1 -1 -1 -1;-1 0 -1 -1 -1;-1 -1 0 -1 -1;1 1 1 0 1;-1 -1 -1 -1 0
1329,159,0 1 -1 -1 -1;-1 0 -1 -1 -1;-1 -1 0 -1 -1;1 1 1 0 1;1 1 1 1 0
1330,160,0 1 -1 -1 -1;-1 0 -1 -1 -1;-1 -1 0 -1 -1;1 1 1 0 3;1 1 1 1 0
1331,73,0 1 -1 -1 -1;-1 0 -1 -1 -1;-1 -1 0 1 -1;-1 -1 -1 0 -1;-1 -1 -1 -1 0
1332,61,0 1 -1 -1 -1;-1 0 -1 -1 -1;-1 -1 0 1 -1;-1 -1 -1 0 -1;0 0 0 0 0
1333,188,0 1 -1 -1 -1;-1 0 -1 -1 -1;-1 -1 0 1 -1;-1 -1 -1 0 -1;1 1 1 1 0
1334,150,0 1 -1 -1 -1;-1 0 -1 -1 -1;-1 -1 0 1 -1;-1 -1 -1 0 1;-1 -1 -1 -1 0
1335,82,0 1 -1 -1 -1;-1 0 -1 -1 -1;-1 -1 0 1 -1;-1 -1 -1 0 1;0 0 0 0 0
1336,73,0 1 -1 -1 -1;-1 0 -1 -1 -1;-1 -1 0 1 -1;0 0 0 0 0;-1 -1 -1 -1 0
1337,41,0 1 -1 -1 -1;-1 0 -1 -1 -1;-1 -1 0 1 -1;0 0 0 0 0;0 0 0 0 0
1338,188,0 1 -1 -1 -1;-1 0 -1 -1 -1;-1 -1 0 1 -1;0 0 0 0 0;1 1 1 1 0
1339,157,0 1 -1 -1 -1;-1 0 -1 -1 -1;-1 -1 0 1 -1;0 0 0 0 1;-1 -1 -1 -1 0
1340,87,0 1 -1 -1 -1;-1 0 -1 -1 -1;-1 -1 0 1 -1;0 0 0 0 1;0 0 0 0 0
1341,131,0 1 -1 -1 -1;-1 0 -1 -1 -1;-1 -1 0 1 -1;0 0 0 0 3;-1 -1 -1 -1 0
1342,146,0 1 -1 -1 -1;-1 0 -1 -1 -1;-1 -1 0 1 -1;0 0 0 0 3;0 0 0 0 0
1343,66,0 1 -1 -1 -1;-1 0 -1 -1 -1;0 0 0 0 0;-1 -1 -1 0 -1;-1 -1 -1 -1 0
1344,161,0 1 -1 -1 -1;-1 0 -1 -1 -1;0 0 0 0 0;-1 -1 -1 0 1;-1 -1 -1 -1 0
1345,149,0 1 -1 -1 -1;-1 0 -1 -1 -1;0 0 0 0 0;0 0 0 0 0;-1 -1 -1 -1 0
1346,125,0 1 -1 -1 -1;-1 0 -1 -1 -1;0 0 0 0 0;0 0 0 0 0;0 0 0 0 0
1347,107,0 1 -1 -1 -1;-1 0 -1 -1 -1;0 0 0 0 0;0 0 0 0 1;-1 -1 -1 -1 0
1348,61,0 1 -1 -1 -1;-1 0 -1 -1 -1;0 0 0 1 0;-1 -1 -1 0 -1;-1 -1 -1 -1 0
1349,73,0 1 -1 -1 -1;-1 0 -1 -1 -1;0 0 0 1 0;-1 -1 -1 0 -1;0 0 0 0 0
1350,62,0 1 -1 -1 -1;-1 0 -1 -1 -1;0 0 0 1 0;-1 -1 -1 0 1;-1 -1 -1 -1 0
1351,171,0 1 -1 -1 -1;-1 0 -1 -1 -1;0 0 0 1 0;-1 -1 -1 0 1;0 0 0 0 0
1352,137,0 1 -1 -1 -1;-1 0 -1 -1 -1;0 0 0 1 0;0 0 0 0 0;-1 -1 -1 -1 0
1353,157,0 1 -1 -1 -1;-1 0 -1 -1 -1;0 0 0 1 0;0 0 0 0 1;-1 -1 -1 -1 0
1354,299,0 1 -1 -1 -1;-1 0 -1 -1 -1;0 0 0 1 0;0 0 0 0 3;-1 -1 -1 -1 0
1355,76,0 1 -1 -1 -1;-1 0 -1 -1 -1;0 0 0 3 0;-1 -1 -1 0 -1;-1 -1 -1 -1 0
1356,76,0 1 -1 -1 -1;-1 0 -1 -1 -1;0 0 0 3 0;-1 -1 -1 0 -1;0 0 0 0 0
1357,112,0 1 -1 -1 -1;-1 0 -1 -1 -1;0 0 0 3 0;-1 -1 -1 0 1;-1 -1 -1 -1 0
1358,118,0 1 -1 -1 -1;-1 0 -1 -1 -1;0 0 0 3 0;-1 -1 -1 0 1;0 0 0 0 0
1359,76,0 1 -1 -1 -1;-1 0 -1 -1 -1;0 0 0 3 0;0 0 0 0 0;-1 -1 -1 -1 0
1360,118,0 1 -1 -1 -1;-1 0 -1 -1 -1;0 0 0 3 0;0 0 0 0 1;-1 -1 -1 -1 0
1361,139,0 1 -1 -1 -1;-1 0 -1 -1 -1;0 0 0 3 0;0 0 0 0 3;-1 -1 -1 -1 0
1362,139,0 1 -1 -1 -1;-1 0 -1 -1 -1;0 0 0 3 0;0 0 0 0 3;0 0 0 0 0
1363,62,0 1 -1 -1 -1;-1 0 -1 -1 -1;1 1 0 1 1;-1 -1 -1 0 -1;-1 -1 -1 -1 0
1364,178,0 1 -1 -1 -1;-1 0 -1 -1 -1;1 1 0 1 1;-1 -1 -1 0 -1;1 1 1 1 0
1365,195,0 1 -1 -1 -1;-1 0 -1 -1 -1;1 1 0 1 1;-1 -1 -1 0 1;-1 -1 -1 -1 0
1366,153,0 1 -1 -1 -1;-1 0 -1 -1 -1;1 1 0 1 1;0 0 0 0 1;-1 -1 -1 -1 0
1367,194,0 1 -1 -1 -1;-1 0 -1 -1 -1;1 1 0 3 1;-1 -1 -1 0 -1;-1 -1 -1 -1 0
1368,204,0 1 -1 -1 -1;-1 0 -1 -1 -1;1 1 0 3 1;-1 -1 -1 0 1;0 0 0 0 0
1369,205,0 1 -1 -1 -1;-1 0 -1 -1 -1;1 1 0 3 1;-1 -1 -1 0 1;2 2 2 2 0
1370,194,0 1 -1 -1 -1;-1 0 -1 -1 -1;1 1 0 3 1;0 0 0 0 0;-1 -1 -1 -1 0
1371,154,0 1 -1 -1 -1;-1 0 -1 -1 -1;1 1 0 3 1;0 0 0 0 1;-1 -1 -1 -1 0
1372,156,0 1 -1 -1 -1;-1 0 -1 -1 -1;1 1 0 3 1;0 0 0 0 3;-1 -1 -1 -1 0
1373,157,0 1 -1 -1 -1;-1 0 -1 -1 -1;1 1 0 3 1;1 1 1 0 1;-1 -1 -1 -1 0
1374,131,0 1 -1 -1 -1;-1 0 1 -1 -1;-1 -1 0 -1 -1;-1 -1 -1 0 -1;-1 -1 -1 -1 0
1375,122,0 1 -1 -1 -1;-1 0 1 -1 -1;-1 -1 0 -1 -1;-1 -1 -1 0 -1;0 0 0 0 0
1376,44,0 1 -1 -1 -1;-1 0 1 -1 -1;-1 -1 0 -1 -1;-1 -1 -1 0 1;-1 -1 -1 -1 0
1377,34,0 1 -1 -1 -1;-1 0 1 -1 -1;-1 -1 0 -1 -1;-1 -1 -1 0 1;0 0 0 0 0
1378,161,0 1 -1 -1 -1;-1 0 1 -1 -1;-1 -1 0 -1 -1;0 0 0 0 0;0 0 0 0 0
1379,34,0 1 -1 -1 -1;-1 0 1 -1 -1;-1 -1 0 -1 -1;0 0 0 0 1;0 0 0 0 0
1380,133,0 1 -1 -1 -1;-1 0 1 -1 -1;-1 -1 0 -1 -1;0 0 0 0 3;-1 -1 -1 -1 0
1381,111,0 1 -1 -1 -1;-1 0 1 -1 -1;-1 -1 0 -1 -1;0 0 0 0 3;0 0 0 0 0
1382,206,0 1 -1 -1 -1;-1 0 1 -1 -1;-1 -1 0 -1 -1;1 1 1 0 1;1 1 1 1 0
1383,207,0 1 -1 -1 -1;-1 0 1 -1 -1;-1 -1 0 -1 -1;1 1 1 0 3;-1 -1 -1 -1 0
1384,208,0 1 -1 -1 -1;-1 0 1 -1 -1;-1 -1 0 -1 -1;1 1 1 0 3;1 1 1 1 0
1385,101,0 1 -1 -1 -1;-1 0 1 -1 -1;-1 -1 0 1 -1;-1 -1 -1 0 -1;0 0 0 0 0
1386,216,0 1 -1 -1 -1;-1 0 1 -1 -1;-1 -1 0 1 -1;-1 -1 -1 0 1;-1 -1 -1 -1 0
1387,216,0 1 -1 -1 -1;-1 0 1 -1 -1;-1 -1 0 1 -1;-1 -1 -1 0 1;0 0 0 0 0
1388,209,0 1 -1 -1 -1;-1 0 1 -1 -1;-1 -1 0 1 -1;-1 -1 -1 0 1;2 2 2 2 0
1389,151,0 1 -1 -1 -1;-1 0 1 -1 -1;-1 -1 0 1 -1;0 0 0 0 0;-1 -1 -1 -1 0
1390,35,0 1 -1 -1 -1;-1 0 1 -1 -1;-1 -1 0 1 -1;0 0 0 0 0;0 0 0 0 0
1391,110,0 1 -1 -1 -1;-1 0 1 -1 -1;-1 -1 0 1 -1;0 0 0 0 1;-1 -1 -1 -1 0
1392,146,0 1 -1 -1 -1;-1 0 1 -1 -1;-1 -1 0 1 -1;0 0 0 0 1;0 0 0 0 0
1393,210,0 1 -1 -1 -1;-1 0 1 -1 -1;-1 -1 0 1 -1;0 0 0 0 1;1 1 1 1 0
1394,195,0 1 -1 -1 -1;-1 0 1 -1 -1;-1 -1 0 1 -1;0 0 0 0 3;-1 -1 -1 -1 0
1395,117,0 1 -1 -1 -1;-1 0 1 -1 -1;-1 -1 0 1 -1;0 0 0 0 3;0 0 0 0 0
1396,211,0 1 -1 -1 -1;-1 0 1 -1 -1;-1 -1 0 1 -1;0 0 0 0 3;2 2 2 2 0
1397,261,0 1 -1 -1 -1;-1 0 1 -1 -1;-1 -1 0 1 -1;2 2 2 0 5;-1 -1 -1 -1 0
1398,261,0 1 -1 -1 -1;-1 0 1 -1 -1;-1 -1 0 1 -1;2 2 2 0 5;0 0 0 0 0
1399,277,0 1 -1 -1 -1;-1 0 1 -1 -1;-1 -1 0 1 -1;2 2 2 0 5;2 2 2 2 0
1400,189,0 1 -1 -1 -1;-1 0 1 -1 -1;0 0 0 0 0;-1 -1 -1 0 1;-1 -1 -1 -1 0
1401,97,0 1 -1 -1 -1;-1 0 1 -1 -1;0 0 0 1 0;-1 -1 -1 0 -1;-1 -1 -1 -1 0
1402,57,0 1 -1 -1 -1;-1 0 1 -1 -1;0 0 0 1 0;-1 -1 -1 0 -1;0 0 0 0 0
1403,82,0 1 -1 -1 -1;-1 0 1 -1 -1;0 0 0 1 0;-1 -1 -1 0 1;-1 -1 -1 -1 0
1404,85,0 1 -1 -1 -1;-1 0 1 -1 -1;0 0 0 1 0;-1 -1 -1 0 1;0 0 0 0 0
1405,143,0 1 -1 -1 -1;-1 0 1 -1 -1;0 0 0 1 0;0 0 0 0 1;-1 -1 -1 -1 0
1406,58,0 1 -1 -1 -1;-1 0 1 -1 -1;0 0 0 1 0;0 0 0 0 1;0 0 0 0 0
1407,172,0 1 -1 -1 -1;-1 0 1 -1 -1;0 0 0 1 0;0 0 0 0 3;-1 -1 -1 -1 0
1408,87,0 1 -1 -1 -1;-1 0 1 -1 -1;0 0 0 3 0;-1 -1 -1 0 -1;-1 -1 -1 -1 0
1409,87,0 1 -1 -1 -1;-1 0 1 -1 -1;0 0 0 3 0;-1 -1 -1 0 -1;0 0 0 0 0
1410,179,0 1 -1 -1 -1;-1 0 1 -1 -1;0 0 0 3 0;-1 -1 -1 0 -1;1 1 1 1 0
1411,91,0 1 -1 -1 -1;-1 0 1 -1 -1;0 0 0 3 0;-1 -1 -1 0 1;-1 -1 -1 -1 0
1412,129,0 1 -1 -1 -1;-1 0 1 -1 -1;0 0 0 3 0;-1 -1 -1 0 1;0 0 0 0 0
1413,180,0 1 -1 -1 -1;-1 0 1 -1 -1;0 0 0 3 0;-1 -1 -1 0 1;2 2 2 2 0
1414,29,0 1 -1 -1 -1;-1 0 1 -1 -1;0 0 0 3 0;0 0 0 0 1;-1 -1 -1 -1 0
1415,33,0 1 -1 -1 -1;-1 0 1 -1 -1;0 0 0 3 0;0 0 0 0 3;-1 -1 -1 -1 0
1416,108,0 1 -1 -1 -1;-1 0 1 -1 -1;0 0 0 3 0;0 0 0 0 3;0 0 0 0 0
1417,262,0 1 -1 -1 -1;-1 0 1 -1 -1;0 0 0 3 0;2 2 2 0 5;-1 -1 -1 -1 0
1418,68,0 1 -1 -1 -1;-1 0 1 -1 -1;1 1 0 1 1;-1 -1 -1 0 -1;-1 -1 -1 -1 0
1419,158,0 1 -1 -1 -1;-1 0 1 -1 -1;1 1 0 1 1;1 1 1 0 1;-1 -1 -1 -1 0
1420,159,0 1 -1 -1 -1;-1 0 1 -1 -1;1 1 0 3 1;0 0 0 0 1;-1 -1 -1 -1 0
1421,263,0 1 -1 -1 -1;-1 0 1 -1 -1;2 2 0 5 2;-1 -1 -1 0 1;-1 -1 -1 -1 0
1422,263,0 1 -1 -1 -1;-1 0 1 -1 -1;2 2 0 5 2;-1 -1 -1 0 1;0 0 0 0 0
1423,278,0 1 -1 -1 -1;-1 0 1 -1 -1;2 2 0 5 2;-1 -1 -1 0 1;2 2 2 2 0
1424,192,0 1 -1 -1 -1;-1 0 1 -1 -1;2 2 0 5 2;0 0 0 0 3;-1 -1 -1 -1 0
1425,279,0 1 -1 -1 -1;-1 0 1 -1 -1;2 2 0 5 2;2 2 2 0 5;-1 -1 -1 -1 0
1426,148,0 1 -1 -1 -1;0 0 0 0 0;-1 -1 0 -1 -1;-1 -1 -1 0 -1;-1 -1 -1 -1 0
1427,147,0 1 -1 -1 -1;0 0 0 0 0;-1 -1 0 -1 -1;-1 -1 -1 0 -1;0 0 0 0 0
1428,28,0 1 -1 -1 -1;0 0 0 0 0;-1 -1 0 -1 -1;-1 -1 -1 0 -1;2 2 2 2 0
1429,144,0 1 -1 -1 -1;0 0 0 0 0;-1 -1 0 -1 -1;-1 -1 -1 0 1;-1 -1 -1 -1 0
1430,155,0 1 -1 -1 -1;0 0 0 0 0;-1 -1 0 -1 -1;-1 -1 -1 0 1;0 0 0 0 0
1431,70,0 1 -1 -1 -1;0 0 0 0 0;-1 -1 0 -1 -1;0 0 0 0 1;-1 -1 -1 -1 0
1432,59,0 1 -1 -1 -1;0 0 0 0 0;-1 -1 0 1 -1;-1 -1 -1 0 -1;-1 -1 -1 -1 0
1433,41,0 1 -1 -1 -1;0 0 0 0 0;-1 -1 0 1 -1;-1 -1 -1 0 -1;0 0 0 0 0
1434,188,0 1 -1 -1 -1;0 0 0 0 0;-1 -1 0 1 -1;-1 -1 -1 0 -1;1 1 1 1 0
1435,70,0 1 -1 -1 -1;0 0 0 0 0;-1 -1 0 1 -1;-1 -1 -1 0 -1;2 2 2 2 0
1436,87,0 1 -1 -1 -1;0 0 0 0 0;-1 -1 0 1 -1;-1 -1 -1 0 1;-1 -1 -1 -1 0
1437,136,0 1 -1 -1 -1;0 0 0 0 0;-1 -1 0 1 -1;0 0 0 0 0;-1 -1 -1 -1 0
1438,136,0 1 -1 -1 -1;0 0 0 0 0;-1 -1 0 1 -1;0 0 0 0 0;0 0 0 0 0
1439,299,0 1 -1 -1 -1;0 0 0 0 0;-1 -1 0 1 -1;0 0 0 0 3;-1 -1 -1 -1 0
1440,151,0 1 -1 -1 -1;0 0 0 0 0;0 0 0 1 0;-1 -1 -1 0 1;0 0 0 0 0
1441,76,0 1 -1 -1 -1;0 0 0 0 0;0 0 0 3 0;-1 -1 -1 0 -1;-1 -1 -1 -1 0
1442,80,0 1 -1 -1 -1;0 0 0 0 0;1 1 0 1 1;-1 -1 -1 0 -1;-1 -1 -1 -1 0
1443,195,0 1 -1 -1 -1;0 0 0 0 0;1 1 0 1 1;-1 -1 -1 0 1;-1 -1 -1 -1 0
1444,194,0 1 -1 -1 -1;0 0 0 0 0;1 1 0 3 1;-1 -1 -1 0 -1;-1 -1 -1 -1 0
1445,555,0 1 -1 -1 -1;0 0 0 0 0;2 2 0 3 2;-1 -1 -1 0 -1;-1 -1 -1 -1 0
1446,137,0 1 -1 -1 -1;0 0 1 0 0;-1 -1 0 -1 -1;-1 -1 -1 0 -1;-1 -1 -1 -1 0
1447,158,0 1 -1 -1 -1;0 0 1 0 0;-1 -1 0 -1 -1;-1 -1 -1 0 -1;2 2 2 2 0
1448,160,0 1 -1 -1 -1;0 0 1 0 0;-1 -1 0 -1 -1;-1 -1 -1 0 1;0 0 0 0 0
1449,62,0 1 -1 -1 -1;0 0 1 0 0;-1 -1 0 -1 -1;1 1 1 0 1;-1 -1 -1 -1 0
1450,30,0 1 -1 -1 -1;0 0 1 0 0;-1 -1 0 1 -1;-1 -1 -1 0 -1;-1 -1 -1 -1 0
1451,162,0 1 -1 -1 -1;0 0 1 0 0;-1 -1 0 1 -1;-1 -1 -1 0 -1;0 0 0 0 0
1452,105,0 1 -1 -1 -1;0 0 1 0 0;-1 -1 0 1 -1;-1 -1 -1 0 -1;2 2 2 2 0
1453,131,0 1 -1 -1 -1;0 0 1 0 0;-1 -1 0 1 -1;-1 -1 -1 0 1;-1 -1 -1 -1 0
1454,131,0 1 -1 -1 -1;0 0 1 0 0;-1 -1 0 1 -1;-1 -1 -1 0 1;0 0 0 0 0
1455,162,0 1 -1 -1 -1;0 0 1 0 0;-1 -1 0 1 -1;-1 -1 -1 0 1;2 2 2 2 0
1456,88,0 1 -1 -1 -1;0 0 1 0 0;-1 -1 0 1 -1;0 0 0 0 0;0 0 0 0 0
1457,195,0 1 -1 -1 -1;0 0 1 0 0;-1 -1 0 1 -1;0 0 0 0 3;-1 -1 -1 -1 0
1458,83,0 1 -1 -1 -1;0 0 1 0 0;0 0 0 0 0;-1 -1 -1 0 -1;-1 -1 -1 -1 0
1459,90,0 1 -1 -1 -1;0 0 1 0 0;0 0 0 0 0;-1 -1 -1 0 1;-1 -1 -1 -1 0
1460,181,0 1 -1 -1 -1;0 0 1 0 0;0 0 0 1 0;-1 -1 -1 0 -1;-1 -1 -1 -1 0
1461,148,0 1 -1 -1 -1;0 0 1 0 0;0 0 0 1 0;0 0 0 0 3;-1 -1 -1 -1 0
1462,148,0 1 -1 -1 -1;0 0 1 0 0;0 0 0 1 0;0 0 0 0 3;0 0 0 0 0
1463,68,0 1 -1 -1 -1;0 0 1 0 0;0 0 0 3 0;-1 -1 -1 0 -1;-1 -1 -1 -1 0
1464,157,0 1 -1 -1 -1;0 0 1 0 0;0 0 0 3 0;-1 -1 -1 0 -1;0 0 0 0 0
1465,182,0 1 -1 -1 -1;0 0 1 0 0;0 0 0 3 0;-1 -1 -1 0 -1;2 2 2 2 0
1466,174,0 1 -1 -1 -1;0 0 1 0 0;0 0 0 3 0;-1 -1 -1 0 1;-1 -1 -1 -1 0
1467,91,0 1 -1 -1 -1;0 0 1 0 0;0 0 0 3 0;-1 -1 -1 0 1;0 0 0 0 0
1468,96,0 1 -1 -1 -1;0 0 1 0 0;0 0 0 3 0;0 0 0 0 3;-1 -1 -1 -1 0
1469,262,0 1 -1 -1 -1;0 0 1 0 0;0 0 0 3 0;2 2 2 0 5;-1 -1 -1 -1 0
1470,92,0 1 -1 -1 -1;0 0 1 0 0;1 1 0 1 1;-1 -1 -1 0 -1;-1 -1 -1 -1 0
1471,183,0 1 -1 -1 -1;0 0 1 0 0;1 1 0 1 1;-1 -1 -1 0 1;-1 -1 -1 -1 0
1472,160,0 1 -1 -1 -1;0 0 1 0 0;1 1 0 3 1;-1 -1 -1 0 -1;-1 -1 -1 -1 0
1473,556,0 1 -1 -1 -1;0 0 1 0 0;2 2 0 3 2;-1 -1 -1 0 -1;-1 -1 -1 -1 0
1474,213,0 1 -1 -1 -1;0 0 1 0 0;2 2 0 5 2;-1 -1 -1 0 -1;0 0 0 0 0
1475,200,0 1 -1 -1 -1;0 0 1 0 0;2 2 0 5 2;-1 -1 -1 0 1;-1 -1 -1 -1 0
1476,192,0 1 -1 -1 -1;0 0 1 0 0;2 2 0 5 2;0 0 0 0 3;-1 -1 -1 -1 0
1477,49,0 1 -1 -1 -1;0 0 3 0 0;-1 -1 0 -1 -1;-1 -1 -1 0 -1;-1 -1 -1 -1 0
1478,108,0 1 -1 -1 -1;0 0 3 0 0;-1 -1 0 -1 -1;-1 -1 -1 0 -1;0 0 0 0 0
1479,163,0 1 -1 -1 -1;0 0 3 0 0;-1 -1 0 -1 -1;-1 -1 -1 0 -1;1 1 1 1 0
1480,91,0 1 -1 -1 -1;0 0 3 0 0;-1 -1 0 -1 -1;-1 -1 -1 0 1;-1 -1 -1 -1 0
1481,204,0 1 -1 -1 -1;0 0 3 0 0;-1 -1 0 -1 -1;-1 -1 -1 0 1;0 0 0 0 0
1482,94,0 1 -1 -1 -1;0 0 3 0 0;-1 -1 0 -1 -1;0 0 0 0 0;-1 -1 -1 -1 0
1483,96,0 1 -1 -1 -1;0 0 3 0 0;-1 -1 0 -1 -1;0 0 0 0 1;-1 -1 -1 -1 0
1484,102,0 1 -1 -1 -1;0 0 3 0 0;-1 -1 0 -1 -1;0 0 0 0 1;0 0 0 0 0
1485,135,0 1 -1 -1 -1;0 0 3 0 0;-1 -1 0 -1 -1;0 0 0 0 1;2 2 2 2 0
1486,145,0 1 -1 -1 -1;0 0 3 0 0;-1 -1 0 -1 -1;0 0 0 0 3;-1 -1 -1 -1 0
1487,190,0 1 -1 -1 -1;0 0 3 0 0;-1 -1 0 -1 -1;0 0 0 0 3;0 0 0 0 0
1488,102,0 1 -1 -1 -1;0 0 3 0 0;-1 -1 0 -1 -1;1 1 1 0 1;-1 -1 -1 -1 0
1489,137,0 1 -1 -1 -1;0 0 3 0 0;-1 -1 0 -1 -1;2 2 2 0 5;-1 -1 -1 -1 0
1490,84,0 1 -1 -1 -1;0 0 3 0 0;-1 -1 0 1 -1;-1 -1 -1 0 -1;-1 -1 -1 -1 0
1491,76,0 1 -1 -1 -1;0 0 3 0 0;-1 -1 0 1 -1;-1 -1 -1 0 -1;0 0 0 0 0
1492,163,0 1 -1 -1 -1;0 0 3 0 0;-1 -1 0 1 -1;-1 -1 -1 0 -1;1 1 1 1 0
1493,116,0 1 -1 -1 -1;0 0 3 0 0;-1 -1 0 1 -1;-1 -1 -1 0 1;-1 -1 -1 -1 0
1494,96,0 1 -1 -1 -1;0 0 3 0 0;-1 -1 0 1 -1;-1 -1 -1 0 1;0 0 0 0 0
1495,164,0 1 -1 -1 -1;0 0 3 0 0;-1 -1 0 1 -1;-1 -1 -1 0 1;2 2 2 2 0
